Volume Name;LUN UID;Capacity (GiB);Storage Pool ID;Storage Pool Name;Storage System name;Storage Tier;Host Mappings
SLM02-GLD03-DIA-NMP-DAT07;60050768108100D91800000000000079;4096;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SLM02ESX144:SLM02ESX147:SLM02ESX146:SLM02ESX143:SLM02ESX145
SL_SRV001342_rootvg_Dat14;60050768108100D9180000000000008D;65;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SRV001342
ST_SRV002107_DAT09;60050768108100D918000000000000E6;40;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SRV002106:SRV002107
STM01-GLD02-DIA-MSS-DAT02;60050768108100D9180000000000006C;4096;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;
SL_SRV001449_DAT02;60050768108100D91800000000000093;40;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SRV001449
SLM02-GLD06-DIA-NMP-SRV006366;60050768108100D918000000000000CA;5120;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SLM02ESX205:SLM02ESX206:SLM02ESX204
STM01-GLD02-DIA-MSS-DAT03;60050768108100D9180000000000006D;4096;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;
SLM02-GLD02-DIA-NMP-SRV003421;60050768108100D918000000000000BF;6144;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SLM02ESX126:SLM02ESX125
SL_SRV001342_Dat13;60050768108100D9180000000000008C;200;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SRV001342
ST_SRV007905_DAT02;60050768108100D918000000000000EE;60;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SRV007905:SRV007904
SLM02-GLD03-DIA-NMP-DAT010;60050768108100D9180000000000007C;4096;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SLM02ESX144:SLM02ESX147:SLM02ESX146:SLM02ESX143:SLM02ESX145
SLM02-GLD06-DIA-NMP-DAT20;60050768108100D91800000000000086;4096;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SLM02ESX205:SLM02ESX206:SLM02ESX204
SL_SRV001342_Dat18;60050768108100D91800000000000091;280;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SRV001342
STM01-GLD02-DIA-MSS-DAT04;60050768108100D918000000000000BC;4096;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;
SLM02-GLD04-DIA-NMP-DAT13;60050768108100D918000000000000D1;4096;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SLM02ESX201:SLM02ESX161:SLM02ESX203:SLM02ESX162:SLM02ESX202:SLM02ESX164:SLM02ESX200:SLM02ESX160:SLM02ESX163
SLM02-GLD03-DIA-MSP-DAT02;60050768108100D91800000000000074;4096;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SLM02ESX144:SLM02ESX147:SLM02ESX146:SLM02ESX143:SLM02ESX145
SL_SRV000587_DAT08;60050768108100D918000000000000DC;27;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SRV000587:SRV000586
SLM02-GLD06-DIA-NMP-SRV005389;60050768108100D918000000000000C9;6144;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SLM02ESX205:SLM02ESX206:SLM02ESX204
SL_SRV006893_DAT03;60050768108100D918000000000000EC;80;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SRV006855:SRV006893
SL_SRV001342_Dat17;60050768108100D91800000000000090;50;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SRV001342
ST_SRV007905_DAT01;60050768108100D918000000000000ED;80;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SRV007905
ST_SRV001105_DAT39;60050768108100D9180000000000008B;60;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SRV001105
STM02-GLD05-DIA-NMP-SRV007609;60050768108100D918000000000000C0;7168;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;STM02ESX082:STM02ESX081:STM02ESX080
STM02-GLD02-DIA-MSP-DAT01;60050768108100D9180000000000006E;4096;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;STM02ESX084:STM02ESX086:STM02ESX085:STM02ESX083
SLM02-GLD06-DIA-NMP-DAT19;60050768108100D91800000000000084;4096;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SLM02ESX205:SLM02ESX206:SLM02ESX204
SLM02-GLD02-DIA-NMP-DAT03;60050768108100D918000000000000BE;4096;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SLM02ESX126:SLM02ESX125
SL_SRV000587_HB01;60050768108100D918000000000000D4;1;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SRV000587:SRV000586
STM02-HPD01-DIA-NMP-DAT01;60050768108100D918000000000000BA;4096;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;STM02ESX019:STM02ESX018
SLM02-GLD04-DIA-NMP-TMP01;60050768108100D91800000000000071;6144;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SLM02ESX201:SLM02ESX161:SLM02ESX203:SLM02ESX162:SLM01ESX200:SLM02ESX202:SLM02ESX164:SLM02ESX200:SLM02ESX160:SLM02ESX163
SLM02-GLD03-DIA-NMP-DAT06;60050768108100D91800000000000078;4096;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SLM02ESX144:SLM02ESX147:SLM02ESX146:SLM02ESX143:SLM02ESX145
SLM02-GLD04-DIA-NMP-DAT04;60050768108100D91800000000000065;4096;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SLM02ESX201:SLM02ESX161:SLM02ESX203:SLM02ESX162:SLM02ESX202:SLM02ESX164:SLM02ESX200:SLM02ESX160:SLM02ESX163
ST_SRV001116_DAT03;60050768108100D918000000000000DE;1;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SRV001116:SRV001115
STM02-HPD01-DIA-NMP-DAT04;60050768108100D918000000000000C2;4096;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;STM02ESX019:STM02ESX018
SL_SRV002922_DAT02;60050768108100D91800000000000094;70;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SRV002922
SLM02-GLD06-DIA-NMP-DAT12;60050768108100D9180000000000007D;4096;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SLM02ESX205:SLM02ESX206:SLM02ESX204
SL_SRV000587_RVG01;60050768108100D918000000000000D3;60;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SRV000587
ST_SRV005423_DAT04;60050768108100D918000000000000E8;1;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SRV005423:SRV005422
STM02-GLD02-DIA-MSP-DAT03;60050768108100D91800000000000070;4096;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;STM02ESX084:STM02ESX086:STM02ESX085:STM02ESX083
ST_SRV001116_DAT05;60050768108100D918000000000000E1;150;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SRV001116:SRV001115
SLM02-GLD04-DIA-NMP-DAT09;60050768108100D918000000000000CD;4096;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SLM02ESX201:SLM02ESX161:SLM02ESX203:SLM02ESX162:SLM02ESX202:SLM02ESX164:SLM02ESX200:SLM02ESX160:SLM02ESX163
SL_SRV001449_DAT01;60050768108100D91800000000000092;40;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SRV001449
SLM02-GLD06-DIA-NMP-SRV004735;60050768108100D91800000000000085;6144;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SLM02ESX205:SLM02ESX206:SLM02ESX204
SLM02-GLD03-DIA-NMP-DAT011;60050768108100D9180000000000007E;4096;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SLM02ESX144:SLM02ESX147:SLM02ESX146:SLM02ESX143:SLM02ESX145
SLM02-GLD03-DIA-MSP-DAT01;60050768108100D91800000000000073;4096;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SLM02ESX144:SLM02ESX147:SLM02ESX146:SLM02ESX143:SLM02ESX145
ST_SRV001116_DAT02;60050768108100D918000000000000DD;380;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SRV001116:SRV001115
SLM01-GLD03-DIA-MSS-DAT03;60050768108100D91800000000000083;4096;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;
SLM01-GLD03-DIA-MSS-DAT02;60050768108100D91800000000000069;4096;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;
SL_SRV000587_DAT03;60050768108100D918000000000000D7;501;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SRV000587:SRV000586
SLM02-GLD06-DIA-NMP-SRV007983;60050768108100D91800000000000089;6144;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SLM02ESX205:SLM02ESX206:SLM02ESX204
SLM02-GLD06-DIA-NMP-DAT23;60050768108100D918000000000000C8;4096;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SLM02ESX205:SLM02ESX206:SLM02ESX204
SL_SRV001342_Dat16;60050768108100D9180000000000008F;50;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SRV001342
SLM02-GLD03-DIA-NMP-DAT05;60050768108100D91800000000000077;4096;0;V7G3_1_CDC_DRP01;V7000_G3_1_CDC;2;SLM02ESX144:SLM02ESX147:SLM02ESX146:SLM02ESX143:SLM02ESX145
ST_SRV001199_DAT03;60050768018200EC0000000000000D29;100;21;V7000_PRD1_BDC1;SVC_DC1;2;SRV001199
ST_SRV004195_DIA_MSP_DAT10;60050768018200EC0000000000000D45;100;12;V7000_HP1_BDC1;SVC_DC1;2;SRV004196:SRV004195
ST_JDE92PRD-MSP-DAT04;60050768018200EC0000000000000F62;500;26;DX200_1_BDC1;SVC_DC1;3;JDE92PRD
SL_SRV003285_DAT7;60050768018200EC00000000000006B9;2048;19;V3700_1_DC1;SVC_DC1;3;SRV003285
SLM01-BRN04-RUB-NMP-SRV005595;60050768018200EC000000000000106A;6144;26;DX200_1_BDC1;SVC_DC1;3;SLM01ESX094:SLM01ESX095
SL_SRV000605_DAT22;60050768018200EC0000000000000DEA;100;12;V7000_HP1_BDC1;SVC_DC1;2;SRV000606:SRV000605
SL_SRV006851_DAT01;60050768018200EC0000000000000F90;80;26;DX200_1_BDC1;SVC_DC1;3;SRV006851
SL_SRV004446_T3_DAT01_TMP190619;60050768018200EC0000000000000FD6;50;4;V3700_2_DC1;SVC_DC1;3;SRV004253:SRV004446
SL_SRV004237_DAT01;60050768018200EC0000000000000A0D;100;5;DS3524_DC1;SVC_DC1;3;SRV004237
SLM01-CLS000218-QUA-NMP-QRM01;60050768018200EC0000000000000A00;1;24;V7000_G1_BDC;SVC_DC1;3;SLM01HPV008:SLM01HPV006:SLM01HPV007
SLM01-GLD05-QUA-NMP-DAT01;60050768018200EC0000000000000602;2048;17;DS3524_4_DC1;SVC_DC1;3;SLM01ESX085:SLM01ESX086
SL_SRV000586-SAP-NMP-Dat08;60050768018200EC0000000000000DC6;201;15;V7000_PRD2_BDC1;SVC_DC1;2;SRV000587:SRV000586
SL_YSLSNIM001-QUA-MAP-DAT12;60050768018200EC0000000000000AA2;100;26;DX200_1_BDC1;SVC_DC1;3;YSLSNIM001
SL_SRV004417_DAT02;60050768018200EC0000000000000A0C;60;19;V3700_1_DC1;SVC_DC1;3;SRV004417
ST_SRV004195_QUA_DAT105;60050768018200EC0000000000000E72;500;4;V3700_2_DC1;SVC_DC1;3;SRV004061:SRV004195
ST_SRV004195_DAT93;60050768018200EC0000000000001006;50;4;V3700_2_DC1;SVC_DC1;3;SRV004195
SLM01-STR01-QUA-NMP-DAT01;60050768018200EC0000000000000F9E;2048;24;V7000_G1_BDC;SVC_DC1;3;SLM01ESX155:SLM02ESX155
ST_SRV002864_Dat1;60050768018200EC0000000000000531;50;19;V3700_1_DC1;SVC_DC1;3;SRV002864
ST_SRV004195_DIA_MSP_DAT25;60050768018200EC0000000000000D53;200;12;V7000_HP1_BDC1;SVC_DC1;2;SRV004196:SRV004195
SLM01-GLD04-QUA-NMP-DAT05;60050768018200EC00000000000005BB;2048;17;DS3524_4_DC1;SVC_DC1;3;SLM01ESX163:SLM01ESX164:SLM01ESX162:SLM01ESX203:SLM01ESX200:SLM01ESX160:SLM01ESX202:SLM01ESX161:SLM01ESX201
ST_SRV004195_DAT48;60050768018200EC0000000000000AE5;100;19;V3700_1_DC1;SVC_DC1;3;SRV004195
SLM01-BRN01-RUB-NMP-DOC01;60050768018200EC0000000000000F25;2048;17;DS3524_4_DC1;SVC_DC1;3;SLM01ESX154:SLM01ESX153:SLM01ESX152
SL_SRV005192_DAT02;60050768018200EC0000000000000B4D;200;9;V3700_4_DC1;SVC_DC1;3;SRV005192
SL_SRV005537_DAT01;60050768018200EC0000000000000FD0;6144;4;V3700_2_DC1;SVC_DC1;3;SRV005537
SL_SRV006860_DAT02;60050768018200EC0000000000000F97;235;26;DX200_1_BDC1;SVC_DC1;3;SRV006860
SLM02-GLD03-AMB-MSS-VCB01;60050768018200EC0000000000000FFC;2048;9;V3700_4_DC1;SVC_DC1;3;
SL_SRV001255_DAT20;60050768018200EC0000000000000A1D;8192;6;V3700_3_DC1;SVC_DC1;3;SRV001255:SRV004852:SRV001256
ST_SRV004195_DIA_MSP_DAT103;60050768018200EC0000000000000EA4;50;12;V7000_HP1_BDC1;SVC_DC1;2;SRV004195
SL_SRV005192_DAT01;60050768018200EC0000000000000B4C;500;21;V7000_PRD1_BDC1;SVC_DC1;2;SRV005192
SL_POC000631_DAT04;60050768018200EC000000000000106D;550;5;DS3524_DC1;SVC_DC1;3;POC000631
SLM01-GLD04-QUA-NMP-DAT15;60050768018200EC0000000000000AA3;3072;4;V3700_2_DC1;SVC_DC1;3;SLM01ESX163:SLM01ESX164:SLM01ESX162:SLM01ESX203:SLM01ESX200:SLM01ESX160:SLM01ESX202:SLM01ESX161:SLM01ESX201
ST_SRV005110_DAT03;60050768018200EC0000000000000DA3;30;4;V3700_2_DC1;SVC_DC1;3;SRV005111:SRV005110
ST_SRV004195_DIA_MSP_DAT102;60050768018200EC0000000000000E6F;500;12;V7000_HP1_BDC1;SVC_DC1;2;SRV004196:SRV004195
STM01-HPD01-DIA-MSP-DAT02;60050768018200EC0000000000000EF7;4096;12;V7000_HP1_BDC1;SVC_DC1;2;STM01ESX019:STM01ESX018
STM01-GLD03-DIA-NMP-DAT01;60050768018200EC0000000000000E56;6144;12;V7000_HP1_BDC1;SVC_DC1;2;STM01ESX019:STM01ESX016:STM01ESX018
SLM01-GLD04-QUA-NMP-DAT18;60050768018200EC0000000000001001;4096;26;DX200_1_BDC1;SVC_DC1;3;SLM01ESX163:SLM01ESX164:SLM01ESX162:SLM01ESX203:SLM01ESX200:SLM01ESX160:SLM01ESX202:SLM01ESX161:SLM01ESX201
ST_SRV004195_DAT76;60050768018200EC0000000000000EB0;200;24;V7000_G1_BDC;SVC_DC1;3;SRV004195
SL_SRV000916_DAT02;60050768018200EC0000000000000CE8;50;15;V7000_PRD2_BDC1;SVC_DC1;2;
ST_SRV004195_DIA_MSP_DAT82;60050768018200EC0000000000000D02;50;12;V7000_HP1_BDC1;SVC_DC1;2;SRV004195
ST_SRV004195_DAT77;60050768018200EC0000000000000EB1;200;24;V7000_G1_BDC;SVC_DC1;3;SRV004195
SL_SRV000586-SAP-NMP-Dat01;60050768018200EC0000000000000DBF;251;15;V7000_PRD2_BDC1;SVC_DC1;2;SRV000587:SRV000586
ST_SRV004657_RTVG1;60050768018200EC0000000000000A7C;70;17;DS3524_4_DC1;SVC_DC1;3;SRV004657
SLM01-BRN04-RUB-NMP-DAT26;60050768018200EC0000000000001063;4096;19;V3700_1_DC1;SVC_DC1;3;SLM01ESX094:SLM01ESX013:SLM01ESX098:SLM01ESX015:SLM01ESX095:SLM01ESX011:SLM01ESX014
ST_SRV006686_DAT05;60050768018200EC000000000000102E;512;6;V3700_3_DC1;SVC_DC1;3;SRV006686
SL_SRV001341_Dat31;60050768018200EC000000000000102F;1024;18;SL_CM_DS3512_DC1;SVC_DC1;3;SRV001341
SLM02-GLD04-QUA-MSS-DRT04;60050768018200EC0000000000000F5B;3072;9;V3700_4_DC1;SVC_DC1;3;
SL_SRV001255_DAT14;60050768018200EC0000000000000A07;1724;5;DS3524_DC1;SVC_DC1;3;SRV001255:SRV004852:SRV001256
SLM02-GLD04-QUA-MSS-DRT07;60050768018200EC0000000000000710;2048;4;V3700_2_DC1;SVC_DC1;3;
ST_SRV004195_DIA_MSP_DAT14;60050768018200EC0000000000000D48;100;12;V7000_HP1_BDC1;SVC_DC1;2;SRV004196:SRV004195
SL_SRV003292_DAT7;60050768018200EC0000000000000A90;2048;19;V3700_1_DC1;SVC_DC1;3;SRV003292
SLM01-GLD06-AMB-SCRATCH;60050768018200EC000000000000102C;50;26;DX200_1_BDC1;SVC_DC1;3;SLM01ESX206:SLM01ESX204:SLM01ESX205
GLC01-GLD01-QUA-MSP-DRT01;60050768018200EC0000000000000E91;8192;25;V3700_GLC_DC1;SVC_DC1;3;SLM01ESX163:SLM01ESX164:SLM01ESX162:SLM01ESX203:SLM01ESX200:SLM01ESX160:SLM01ESX202:SLM01ESX161:SLM01ESX201
ST_JDE92PRD-MSP-DAT12;60050768018200EC0000000000000F6A;500;26;DX200_1_BDC1;SVC_DC1;3;JDE92PRD
ST_SRV004195_DIA_MSP_DAT91;60050768018200EC0000000000000D58;200;12;V7000_HP1_BDC1;SVC_DC1;2;SRV004196:SRV004195
SL_SRV000605_DAT36;60050768018200EC0000000000000AC8;300;5;DS3524_DC1;SVC_DC1;3;SRV000605
SL_SRV000595_Dat02;60050768018200EC00000000000001AD;10;17;DS3524_4_DC1;SVC_DC1;3;SRV000595
ST_JDE92PRD-MSP-DAT09;60050768018200EC0000000000000F67;500;26;DX200_1_BDC1;SVC_DC1;3;JDE92PRD
SL_SRV001341_Dat20;60050768018200EC0000000000000F27;200;18;SL_CM_DS3512_DC1;SVC_DC1;3;SRV001341
ST_SRV005110_DAT01;60050768018200EC0000000000000D96;50;4;V3700_2_DC1;SVC_DC1;3;SRV005110
ST_JDE92PRD-MSP-DAT11;60050768018200EC0000000000000F69;500;26;DX200_1_BDC1;SVC_DC1;3;JDE92PRD
SL_SRV005368_DVG01;60050768018200EC0000000000001029;140;9;V3700_4_DC1;SVC_DC1;3;SRV005368
SLM01-GLD09-DIA-NMP-DAT01;60050768018200EC0000000000000E16;3072;12;V7000_HP1_BDC1;SVC_DC1;2;SLM01ESX020:SLM01ESX042
ST_SRV004908_DAT01;60050768018200EC0000000000000AD7;80;19;V3700_1_DC1;SVC_DC1;3;SRV004908
SLM01-BRN00-AMB-NMP-DAT01;60050768018200EC0000000000000FBF;1024;10;DX200_1_NL_BDC1;SVC_DC1;3;BCX01TSESX001
ST_SRV004195_QUA_DAT106;60050768018200EC0000000000000FB6;500;4;V3700_2_DC1;SVC_DC1;3;SRV004061:SRV004195
SLM01-HPP03-DIA-NMP-DAT01-DNU;60050768018200EC000000000000100C;2048;12;V7000_HP1_BDC1;SVC_DC1;2;SLM01ESX206:SLM01ESX021:SLM01ESX204:SLM01ESX073:SLM01ESX205
ST_SRV001270_DAT11;60050768018200EC0000000000000FC0;100;12;V7000_HP1_BDC1;SVC_DC1;2;SRV001170:SRV001270
SLM01-BRN04-EME-NMP-DAT06;60050768018200EC00000000000009DF;4096;10;DX200_1_NL_BDC1;SVC_DC1;3;SLM01ESX094:SLM01ESX015:SLM01ESX095:SLM01ESX011:SLM01ESX013:SLM01ESX098:BCX01ESX002:SLM01ESX014
SLM01-GLD02-AMB-SCRATCH;60050768018200EC0000000000000FA0;50;24;V7000_G1_BDC;SVC_DC1;3;SLM01ESX156
ST_SRV004195_TMP18;60050768018200EC0000000000000EEE;200;17;DS3524_4_DC1;SVC_DC1;3;SRV004195
ST_SRV004195_DAT44;60050768018200EC0000000000000AE1;100;19;V3700_1_DC1;SVC_DC1;3;SRV004195
SL_SRV005909_DAT03;60050768018200EC0000000000000E7D;1;15;V7000_PRD2_BDC1;SVC_DC1;2;SRV005909:SRV005910
SL_SRV003292_DAT11;60050768018200EC0000000000000FE6;2048;6;V3700_3_DC1;SVC_DC1;3;SRV003292
ST_SRV004195_TMP01;60050768018200EC0000000000000EDD;50;17;DS3524_4_DC1;SVC_DC1;3;SRV004195
STM01-GLD01-DIA-MSP-DAT04-G2;60050768018200EC0000000000001035;4096;15;V7000_PRD2_BDC1;SVC_DC1;2;STM01ESX059:STM01ESX057:STM01ESX058:STM01ESX060:STM01ESX056
ST_SRV004195_DIA_MSP_DAT106;60050768018200EC0000000000000EA7;50;12;V7000_HP1_BDC1;SVC_DC1;2;SRV004195
SL_SRV000605_DAT41;60050768018200EC0000000000000F17;200;12;V7000_HP1_BDC1;SVC_DC1;2;SRV000606:SRV000605
ST_SRV001199_DAT04;60050768018200EC0000000000000D2A;100;21;V7000_PRD1_BDC1;SVC_DC1;2;SRV001199:SRV002199
ST_SRV004195_DIA_MSP_DAT12;60050768018200EC0000000000000D46;100;12;V7000_HP1_BDC1;SVC_DC1;2;SRV004196:SRV004195
SLM02-GLD04-QUA-MSS-DRT06;60050768018200EC0000000000000F2D;2048;9;V3700_4_DC1;SVC_DC1;3;
SLM01-BRN04-RUB-NMP-DAT01;60050768018200EC0000000000000E21;10240;26;DX200_1_BDC1;SVC_DC1;3;SLM01ESX094:SLM01ESX015:SLM01ESX095:SLM01ESX011:SLM01ESX013:SLM01ESX098:BCX01ESX002:SLM01ESX014
SLM01-BRN01-RUB-NMP-DAT01;60050768018200EC00000000000008FE;6144;24;V7000_G1_BDC;SVC_DC1;3;SLM01ESX154:SLM01ESX153:SLM01ESX152
SL_SRV004145_DAT1;60050768018200EC000000000000094C;60;9;V3700_4_DC1;SVC_DC1;3;SRV004145
ST_SRV004195_QUA_DAT107;60050768018200EC0000000000001022;500;9;V3700_4_DC1;SVC_DC1;3;SRV004061:SRV004195
SL_SRV001341_Dat21;60050768018200EC0000000000000F4E;500;18;SL_CM_DS3512_DC1;SVC_DC1;3;SRV001341
SL_SRV003562_DAT02;60050768018200EC0000000000000863;70;9;V3700_4_DC1;SVC_DC1;3;SRV003563:SRV003562
ST_SRV001199_DAT06;60050768018200EC0000000000000D2C;100;21;V7000_PRD1_BDC1;SVC_DC1;2;SRV001199:SRV002199
ST_SRV001070_DAT02;60050768018200EC0000000000000776;50;21;V7000_PRD1_BDC1;SVC_DC1;2;SRV001070
STM01-GLD03-SAP-NMP-DAT01;60050768018200EC0000000000000F54;6144;21;V7000_PRD1_BDC1;SVC_DC1;2;STM01ESX052:STM01ESX072
ST_SRV004195_DAT90;60050768018200EC0000000000001003;500;19;V3700_1_DC1;SVC_DC1;3;SRV004195
ST_SRV002106-DIA-NMP-DAT02;60050768018200EC0000000000000D3A;40;12;V7000_HP1_BDC1;SVC_DC1;2;SRV002106:SRV002107
SLM02-GLD03-QUA-MSS-DAT01;60050768018200EC0000000000000AFA;1024;4;V3700_2_DC1;SVC_DC1;3;
SL_SRV003994_DAT04;60050768018200EC0000000000000E27;100;12;V7000_HP1_BDC1;SVC_DC1;2;SRV003994:SRV003995
ST_SRV004195_SAP_MSP_DAT71;60050768018200EC0000000000000CBE;200;21;V7000_PRD1_BDC1;SVC_DC1;2;SRV004196:SRV004195
SL_SRV004446_DAT05;60050768018200EC0000000000000C4E;70;15;V7000_PRD2_BDC1;SVC_DC1;2;SRV004446
SL_SRV005367_DVG02;60050768018200EC0000000000001027;190;5;DS3524_DC1;SVC_DC1;3;SRV005367
SL_SRV005367_RVG;60050768018200EC0000000000001025;60;5;DS3524_DC1;SVC_DC1;3;SRV005367
STM02-GLD01-SAP-MSS-DAT03;60050768018200EC0000000000000C2E;7168;15;V7000_PRD2_BDC1;SVC_DC1;2;
STM01-GLD01-DIA-MSP-DAT01-G2;60050768018200EC0000000000001032;4096;15;V7000_PRD2_BDC1;SVC_DC1;2;STM01ESX059:STM01ESX057:STM01ESX058:STM01ESX060:STM01ESX056
ST_SRV004195_DIA_MSP_DAT26;60050768018200EC0000000000000D54;200;12;V7000_HP1_BDC1;SVC_DC1;2;SRV004196:SRV004195
ST_SRV002106-DIA-NMP-DAT03;60050768018200EC0000000000000D3B;40;12;V7000_HP1_BDC1;SVC_DC1;2;SRV002106:SRV002107
SL_SRV001255_DAT12;60050768018200EC0000000000000A03;2048;5;DS3524_DC1;SVC_DC1;3;SRV001255:SRV004852:SRV001256
SL_SRV004902_DAT03;60050768018200EC0000000000000D8F;460;21;V7000_PRD1_BDC1;SVC_DC1;2;SRV004902
SL_SRV004897-QUA-MSS-DAT01;60050768018200EC0000000000000EDC;1048;10;DX200_1_NL_BDC1;SVC_DC1;3;
SL_SRV003579_DAT02;60050768018200EC0000000000000D7F;100;15;V7000_PRD2_BDC1;SVC_DC1;2;SRV003579
SLM01-GLD03-QUA-NMP-DAT04;60050768018200EC000000000000106B;4096;4;V3700_2_DC1;SVC_DC1;3;SLM01ESX144:SLM01ESX147:SLM01ESX145:SLM01ESX143:SLM01ESX146
ST_SRV004195_DIA_MSP_DAT18;60050768018200EC0000000000000D4C;100;12;V7000_HP1_BDC1;SVC_DC1;2;SRV004196:SRV004195
ST_SRV004195_DIA_MSP_DAT107;60050768018200EC0000000000000EA8;50;12;V7000_HP1_BDC1;SVC_DC1;2;SRV004195
ST_SRV004195_TMP20;60050768018200EC0000000000000EF0;200;17;DS3524_4_DC1;SVC_DC1;3;SRV004195
SLM01-GLD04-QUA-NMP-DAT11;60050768018200EC0000000000000A6E;2048;19;V3700_1_DC1;SVC_DC1;3;SLM01ESX163:SLM01ESX164:SLM01ESX162:SLM01ESX203:SLM01ESX200:SLM01ESX160:SLM01ESX202:SLM01ESX161:SLM01ESX201
ST_SRV004195_DAT87;60050768018200EC0000000000000EBB;50;24;V7000_G1_BDC;SVC_DC1;3;SRV004195
